UniqueIdentifier EntryName GeneName NumberTRs
C9IYK2 C9IYK2_HUMAN SMC4 1
C9JR83 C9JR83_HUMAN SMC4 1
Q86VM6 Q86VM6_HUMAN MBNL1 1
A0A087WZF1 A0A087WZF1_HUMAN LPP 1
A0A0A0MTJ9 A0A0A0MTJ9_HUMAN NCEH1 1
B5MC15 B5MC15_HUMAN CBLB 1
C9JBC5 C9JBC5_HUMAN ARIH2 1
A0A087WXD2 A0A087WXD2_HUMAN MAGI1 1
C9JGR2 C9JGR2_HUMAN ZNF35 1
C9JGS9 C9JGS9_HUMAN ZNF35 1
A0A024R368 A0A024R368_HUMAN PRICKLE2 2
A0A3B3ISE3 A0A3B3ISE3_HUMAN ITPR1 1
C9J2Z7 C9J2Z7_HUMAN EIF4G1 1
E9PC87 E9PC87_HUMAN TMCC1 2
A0A0G2JR46 A0A0G2JR46_HUMAN MUC4 1
B4DXZ6 B4DXZ6_HUMAN FXR1 1
E7EQG8 E7EQG8_HUMAN MUC4 1
Q5JPC9 Q5JPC9_HUMAN ABI3BP 2
B4DWJ3 B4DWJ3_HUMAN EAF2 1
W5RWE6 W5RWE6_HUMAN PXK 1
A6NLG4 A6NLG4_HUMAN SHOX2 1
A0A3B3IU15 A0A3B3IU15_HUMAN FOXP1 3
Q59GD8 Q59GD8_HUMAN CACNA1D 1
C9J011 C9J011_HUMAN ZNF35 1
H7C535 H7C535_HUMAN MAGI1 1
H7C5T8 H7C5T8_HUMAN MAGI1 1
Q6N039 Q6N039_HUMAN TMCC1 1
F8WF60 F8WF60_HUMAN LNP1 1
H7C3Y7 H7C3Y7_HUMAN NBEAL2 1
A0A3B3IST0 A0A3B3IST0_HUMAN FOXP1 3
C9JZ71 C9JZ71_HUMAN ARIH2 1
C9J7E1 C9J7E1_HUMAN TBL1XR1 1
H7C2L4 H7C2L4_HUMAN TRA2B 2
E7ERK0 E7ERK0_HUMAN MUC4 1
A0A3B3IS20 A0A3B3IS20_HUMAN FOXP1 2
C9J0F0 C9J0F0_HUMAN FOXP1 3
A0A087WWK8 A0A087WWK8_HUMAN IQSEC1 1
A0A087WUQ6 A0A087WUQ6_HUMAN GPX1 1
J3KQS7 J3KQS7_HUMAN MST1R 1
F8WBD0 F8WBD0_HUMAN SELENOT 1
C9JBN1 C9JBN1_HUMAN TBL1XR1 1
C9J9P7 C9J9P7_HUMAN RBM5 1
D6R973 D6R973_HUMAN CDV3 1
C9JJ64 C9JJ64_HUMAN SMC4 1
C9IY68 C9IY68_HUMAN CMSS1 1
A0A2R8Y8D8 A0A2R8Y8D8_HUMAN CBLB 1
H0Y764 H0Y764_HUMAN NBEAL2 2
A0A0G2JR97 A0A0G2JR97_HUMAN MUC4 1
C9J140 C9J140_HUMAN SH3BP5 1
F8WDU8 F8WDU8_HUMAN SH3BP5 1
C9JWI2 C9JWI2_HUMAN ADAMTS9 1
A0A3B3IS59 A0A3B3IS59_HUMAN ITPR1 1
E7EWN1 E7EWN1_HUMAN MUC4 1
A0A2R8Y6B6 A0A2R8Y6B6_HUMAN GPX1 1
D6R9V8 D6R9V8_HUMAN CDV3 1
D6RFH2 D6RFH2_HUMAN CDV3 1
C9JWF0 C9JWF0_HUMAN SMC4 1
A0A087WYW3 A0A087WYW3_HUMAN NKTR 3
A0A2R8YDZ8 A0A2R8YDZ8_HUMAN TMIE 1
A0A1B0GUN6 A0A1B0GUN6_HUMAN CACNA1D 2
C9J337 C9J337_HUMAN WWTR1 1
C9IYU9 C9IYU9_HUMAN TBL1XR1 1
E9PF05 E9PF05_HUMAN SUMF1 1
C9J8Q2 C9J8Q2_HUMAN RSRC1 2
C9IYY1 C9IYY1_HUMAN FOXP1 1
H7C4Y1 H7C4Y1_HUMAN MBNL1 1
H7C4V0 H7C4V0_HUMAN PXK 1
E7ETT5 E7ETT5_HUMAN MUC4 1
H0YDN0 H0YDN0_HUMAN ABI3BP 1
A0A087X2G3 A0A087X2G3_HUMAN FOXP1 1
F8WCS4 F8WCS4_HUMAN ARIH2 1
A0A3B3ISA4 A0A3B3ISA4_HUMAN FOXP1 1
C9J4E3 C9J4E3_HUMAN LPP 1
A0A087X0N0 A0A087X0N0_HUMAN TRAK1 1
E7EST9 E7EST9_HUMAN USP19 1
H0Y897 H0Y897_HUMAN ABI3BP 1
C9J4W2 C9J4W2_HUMAN MAP3K13 1
A0A1B0GWE1 A0A1B0GWE1_HUMAN CACNA1D 1
A0A1X7SBR1 A0A1X7SBR1_HUMAN PRICKLE2 2
A0A3B3IT26 A0A3B3IT26_HUMAN FOXP1 1
C9JYH7 C9JYH7_HUMAN PHC3 1
C9JWW9 C9JWW9_HUMAN EIF4G1 1
H7C046 H7C046_HUMAN NCEH1 1
A0A0D9SF63 A0A0D9SF63_HUMAN TBL1XR1 1
C9J8I6 C9J8I6_HUMAN CCDC80 1
E7EU85 E7EU85_HUMAN FXR1 1
A0A3B3IU13 A0A3B3IU13_HUMAN ITPR1 1
A0A3B3ISQ7 A0A3B3ISQ7_HUMAN FOXP1 1
E7EX73 E7EX73_HUMAN EIF4G1 1
H0YF18 H0YF18_HUMAN ABI3BP 1
A0A3B3IT14 A0A3B3IT14_HUMAN FOXP1 1
C9J7P7 C9J7P7_HUMAN MBNL1 1
A0A2R8Y5E1 A0A2R8Y5E1_HUMAN CBLB 1
A0A1W2PQ56 A0A1W2PQ56_HUMAN CACNA1D 1
H0Y8K3 H0Y8K3_HUMAN CDV3 1
H0YDW0 H0YDW0_HUMAN ABI3BP 1
A0A1W2PP08 A0A1W2PP08_HUMAN IQCJ-SCHIP1 1
A0A2R8Y4Z1 A0A2R8Y4Z1_HUMAN HEG1 1
A0A1B0GUB6 A0A1B0GUB6_HUMAN CACNA1D 2
C9J2P0 C9J2P0_HUMAN UBE2E1 1
E7EQT2 E7EQT2_HUMAN MUC4 1
A0A3B3IU05 A0A3B3IU05_HUMAN ITPR1 1
C9J5C8 C9J5C8_HUMAN LPP 1
C9JVB3 C9JVB3_HUMAN RSRC1 2
A0A0G2JQI2 A0A0G2JQI2_HUMAN MUC4 1
H7C4V2 H7C4V2_HUMAN U2SURP 2
A0A3B3ITM5 A0A3B3ITM5_HUMAN FOXP1 1
C9JRJ5 C9JRJ5_HUMAN LIMD1 1
C9JCL4 C9JCL4_HUMAN ARIH2 1
H7C558 H7C558_HUMAN RSRC1 2
H0Y882 H0Y882_HUMAN FOXP1 1
A0A1B0GUU2 A0A1B0GUU2_HUMAN TBL1XR1 1
H0Y3L9 H0Y3L9_HUMAN CBLB 1
C9J338 C9J338_HUMAN TNIK 1
D6RDN0 D6RDN0_HUMAN CDV3 1
C9J3F6 C9J3F6_HUMAN TBC1D5 2
C9JA69 C9JA69_HUMAN BBX 1
C9JF13 C9JF13_HUMAN EIF4G1 1
C9J6B6 C9J6B6_HUMAN EIF4G1 1
H7C571 H7C571_HUMAN VGLL3 1
E9PFF5 E9PFF5_HUMAN FXR1 1
A0A2R8Y890 A0A2R8Y890_HUMAN TRANK1 1
C9J366 C9J366_HUMAN IQCJ-SCHIP1 2
D3YTG3 D3YTG3_HUMAN ABI3BP 2
H7C0K4 H7C0K4_HUMAN ZCWPW2 1
A0A0A0MRY8 A0A0A0MRY8_HUMAN NEK10 1
E7ESU0 E7ESU0_HUMAN USP19 1
E9PDY6 E9PDY6_HUMAN MUC4 1
H7C0L9 H7C0L9_HUMAN ZCWPW2 1
E9PD53 E9PD53_HUMAN SMC4 1
H7BXF3 H7BXF3_HUMAN TRA2B 1
A0A2R8Y8A3 A0A2R8Y8A3_HUMAN TRANK1 1
A0A3B3IRZ4 A0A3B3IRZ4_HUMAN IQSEC1 1
F5GXA0 F5GXA0_HUMAN SUMF1 1
D6RAV0 D6RAV0_HUMAN CDV3 1
A0A087WVT2 A0A087WVT2_HUMAN FOXP1 2
A0A0G2JRY3 A0A0G2JRY3_HUMAN MUC4 1
A0A0G2JRU8 A0A0G2JRU8_HUMAN MUC4 1
A0A087WVA1 A0A087WVA1_HUMAN SELENOT 1
D6RFM1 D6RFM1_HUMAN TRH 3
A0A0A0MSJ9 A0A0A0MSJ9_HUMAN RASA2 1
A0A3B3IRW5 A0A3B3IRW5_HUMAN FOXP1 1
F8W9D8 F8W9D8_HUMAN TBL1XR1 1
E7EUL9 E7EUL9_HUMAN MUC4 1
C9JFQ5 C9JFQ5_HUMAN RBM5 1
D6RBT7 D6RBT7_HUMAN TMCC1 1
C9JYJ6 C9JYJ6_HUMAN FILIP1L 1
C9J9N0 C9J9N0_HUMAN DNASE1L3 1
A0A0G2JRS2 A0A0G2JRS2_HUMAN MUC4 1
C9JAU4 C9JAU4_HUMAN PHC3 1
F8W785 F8W785_HUMAN GOLIM4 1
C9K073 C9K073_HUMAN EIF4G1 1
A0A0G2JQK9 A0A0G2JQK9_HUMAN MUC4 1
A0A3B3IRP0 A0A3B3IRP0_HUMAN ITPR1 1
A0A1B0GUH2 A0A1B0GUH2_HUMAN CACNA1D 1
A0A087WUT8 A0A087WUT8_HUMAN CSPG5 1
F8W910 F8W910_HUMAN RBM5 1
A0A0G2JRJ6 A0A0G2JRJ6_HUMAN MUC4 1
C9J5T4 C9J5T4_HUMAN FOXP1 1
E7ET15 E7ET15_HUMAN U2SURP 3
C9J1K7 C9J1K7_HUMAN LPP 1
A0A0G2JS65 A0A0G2JS65_HUMAN MUC4 1
H7C4Z0 H7C4Z0_HUMAN DUSP7 1
C9JP00 C9JP00_HUMAN MBNL1 1
A0A3B3IU08 A0A3B3IU08_HUMAN FOXP1 3
H7C4T5 H7C4T5_HUMAN MBNL1 1
F8WCA5 F8WCA5_HUMAN RBM6 1
C9J266 C9J266_HUMAN RNF123 1
F8WF41 F8WF41_HUMAN MAP3K13 1
A0A3B3IUB6 A0A3B3IUB6_HUMAN FOXP1 3
E9PGM1 E9PGM1_HUMAN EIF4G1 1
E7EW47 E7EW47_HUMAN MUC4 1
F8WDS1 F8WDS1_HUMAN SHISA5 1
C9JCK0 C9JCK0_HUMAN TBL1XR1 1
C9JR02 C9JR02_HUMAN RBM5 1
C9J713 C9J713_HUMAN RSRC1 2
A0A1W2PQT1 A0A1W2PQT1_HUMAN IQCJ-SCHIP1 2
A0A1W2PR91 A0A1W2PR91_HUMAN IQCJ-SCHIP1 2
F8WCC0 F8WCC0_HUMAN MTMR14 1
F8WCE2 F8WCE2_HUMAN SHISA5 1
F8WDG5 F8WDG5_HUMAN EPHB1 1
B5MEG5 B5MEG5_HUMAN USP19 1
E9PGM9 E9PGM9_HUMAN RBM6 1
A0A3F2YNW8 A0A3F2YNW8_HUMAN ITPR1 1
A0A0A0MQX8 A0A0A0MQX8_HUMAN MBNL1 1
F8WFD9 F8WFD9_HUMAN SHISA5 1
F8WDM0 F8WDM0_HUMAN RSRC1 2
D6RBA9 D6RBA9_HUMAN RASA2 1
H0Y9V0 H0Y9V0_HUMAN EPHA6 1
A0A3B3IRY1 A0A3B3IRY1_HUMAN FOXP1 2
C9JLJ1 C9JLJ1_HUMAN TBL1XR1 1
A0A0G2JSC3 A0A0G2JSC3_HUMAN MUC4 1
C9JMW0 C9JMW0_HUMAN IGSF11 1
A0A3B3ITW1 A0A3B3ITW1_HUMAN GSK3B 1
C9JSR1 C9JSR1_HUMAN MTMR14 1
E7EUU4 E7EUU4_HUMAN EIF4G1 1
A0A0G2JRD8 A0A0G2JRD8_HUMAN MUC4 1
E7EVA0 E7EVA0_HUMAN MAP4 1
F8WAE6 F8WAE6_HUMAN MED12L 2
A0A0A0MT68 A0A0A0MT68_HUMAN DNASE1L3 1
E7ENC5 E7ENC5_HUMAN MUC4 1
Q02388 CO7A1_HUMAN COL7A1 2
Q9P2N4 ATS9_HUMAN ADAMTS9 1
Q9BQ75 CMS1_HUMAN CMSS1 1
Q8WY36 BBX_HUMAN BBX 1
O15265 ATX7_HUMAN ATXN7 4
Q9UK58 CCNL1_HUMAN CCNL1 2
C9J0L2 C9J0L2_HUMAN DNASE1L3 1
A0A3B3IST6 A0A3B3IST6_HUMAN FOXP1 3
A0A1W2PPY3 A0A1W2PPY3_HUMAN IQCJ-SCHIP1 2
A0A1W2PRV6 A0A1W2PRV6_HUMAN IQCJ-SCHIP1 1
Q9P2E7 PCD10_HUMAN PCDH10 2
Q02083 NAAA_HUMAN NAAA 1
Q96NT1 NP1L5_HUMAN NAP1L5 1
Q6UXI9 NPNT_HUMAN NPNT 1
Q9H2A3 NGN2_HUMAN NEUROG2 2
P78426 NKX61_HUMAN NKX6-1 4
Q8N0V4 LGI2_HUMAN LGI2 1
P48645 NMU_HUMAN NMU 1
Q8N3X6 LCORL_HUMAN LCORL 1
O43766 LIAS_HUMAN LIAS 1
Q96JK9 MAML3_HUMAN MAML3 3
Q96PY6 NEK1_HUMAN NEK1 1
Q5H8A4 PIGG_HUMAN PIGG 1
P19838 NFKB1_HUMAN NFKB1 1
Q96HR8 NAF1_HUMAN NAF1 2
Q86UW6 N4BP2_HUMAN N4BP2 1
Q8WX93 PALLD_HUMAN PALLD 2
Q7Z5Q1 CPEB2_HUMAN CPEB2 1
Q6ZU67 BEND4_HUMAN BEND4 2
Q9NSY1 BMP2K_HUMAN BMP2K 2
Q8IY42 CD019_HUMAN C4orf19 1
Q2M329 CCD96_HUMAN CCDC96 1
Q5BLP8 CD048_HUMAN C4orf48 1
Q9NXF7 DCA16_HUMAN DCAF16 1
Q9P278 FNIP2_HUMAN FNIP2 1
Q8N441 FGRL1_HUMAN FGFRL1 1
Q9C0D6 FHDC1_HUMAN FHDC1 2
P12034 FGF5_HUMAN FGF5 1
O00238 BMR1B_HUMAN BMPR1B 1
Q86XX4 FRAS1_HUMAN FRAS1 1
O94915 FRYL_HUMAN FRYL 1
P21815 SIAL_HUMAN IBSP 2
Q12837 PO4F2_HUMAN POU4F2 3
Q9NQV8 PRDM8_HUMAN PRDM8 4
Q99453 PHX2B_HUMAN PHOX2B 3
A0AV96 RBM47_HUMAN RBM47 3
Q8NB14 UBP38_HUMAN USP38 1
Q6AWC2 WWC2_HUMAN WWC2 1
Q17R98 ZN827_HUMAN ZNF827 1
Q96MU7 YTDC1_HUMAN YTHDC1 2
O76094 SRP72_HUMAN SRP72 1
Q9BZM3 GSX2_HUMAN GSX2 2
P42858 HD_HUMAN HTT 4
P61296 HAND2_HUMAN HAND2 1
Q4G0J3 LARP7_HUMAN LARP7 1
Q659C4 LAR1B_HUMAN LARP1B 1
Q6ZU35 K1211_HUMAN KIAA1211 1
Q13563 PKD2_HUMAN PKD2 1
Q9UBK2 PRGC1_HUMAN PPARGC1A 2
Q96PQ0 SORC2_HUMAN SORCS2 2
O94875 SRBS2_HUMAN SORBS2 1
Q8N9V2 TRIML_HUMAN TRIML1 1
Q16585 SGCB_HUMAN SGCB 1
Q7Z6J0 SH3R1_HUMAN SH3RF1 1
Q9H2B4 S26A1_HUMAN SLC26A1 1
O60264 SMCA5_HUMAN SMARCA5 1
Q9Y6R1 S4A4_HUMAN SLC4A4 1
Q6ZT07 TBCD9_HUMAN TBC1D9 1
O95487 SC24B_HUMAN SEC24B 1
Q8TF72 SHRM3_HUMAN SHROOM3 2
Q9NQZ2 SAS10_HUMAN UTP3 2
P42681 TXK_HUMAN TXK 1
H0YA65 H0YA65_HUMAN LGI2 1
A0A1W2PQS9 A0A1W2PQS9_HUMAN LIAS 1
E9PEH0 E9PEH0_HUMAN PRDM8 3
Q01484 ANK2_HUMAN ANK2 2
P30533 AMRP_HUMAN LRPAP1 1
O75179 ANR17_HUMAN ANKRD17 3
Q8IWK6 AGRA3_HUMAN ADGRA3 1
P51825 AFF1_HUMAN AFF1 1
P78312 F193A_HUMAN FAM193A 1
Q14517 FAT1_HUMAN FAT1 1
P02675 FIBB_HUMAN FGB 1
P29973 CNGA1_HUMAN CNGA1 1
P09417 DHPR_HUMAN QDPR 1
Q13480 GAB1_HUMAN GAB1 1
P19875 CXCL2_HUMAN CXCL2 1
Q9P2B7 CFA97_HUMAN CFAP97 1
Q9NZW4 DSPP_HUMAN DSPP 2
P19876 CXCL3_HUMAN CXCL3 1
D6RIA3 CD054_HUMAN C4orf54 3
Q504U0 CD046_HUMAN C4orf46 1
Q2LD37 K1109_HUMAN KIAA1109 2
Q92628 K0232_HUMAN KIAA0232 2
Q12849 GRSF1_HUMAN GRSF1 2
P09341 GROA_HUMAN CXCL1 1
Q04756 HGFA_HUMAN HGFAC 1
O95757 HS74L_HUMAN HSPA4L 1
P08235 MCR_HUMAN NR3C2 1
Q16270 IBP7_HUMAN IGFBP7 2
Q9NY12 GAR1_HUMAN GAR1 1
O14979 HNRDL_HUMAN HNRNPDL 3
Q9UJU2 LEF1_HUMAN LEF1 1
Q6ZWB6 KCTD8_HUMAN KCTD8 1
Q86UK5 LBN_HUMAN EVC2 1
D6R9S9 D6R9S9_HUMAN NAAA 1
A0A1B0GWC6 A0A1B0GWC6_HUMAN LCORL 1
H0Y9P1 H0Y9P1_HUMAN BMP2K 2
D6RFH5 D6RFH5_HUMAN FNIP2 1
A0A0B4J202 A0A0B4J202_HUMAN NMU 1
H0Y9U7 H0Y9U7_HUMAN ACSL1 1
A0A087WT70 A0A087WT70_HUMAN HAND2 1
B7Z651 B7Z651_HUMAN ANK2 1
A0A0U1RQN6 A0A0U1RQN6_HUMAN ANK2 1
A0A087WUK2 A0A087WUK2_HUMAN HNRNPDL 3
H0Y8F3 H0Y8F3_HUMAN FNIP2 1
H3BLT5 H3BLT5_HUMAN KIAA1109 1
D6RBC9 D6RBC9_HUMAN NMU 1
J3QR07 J3QR07_HUMAN YTHDC1 2
B7Z8Z7 B7Z8Z7_HUMAN RBM47 3
D6RH31 D6RH31_HUMAN NPNT 1
B0ZBF6 B0ZBF6_HUMAN NR3C2 1
B7Z3B9 B7Z3B9_HUMAN GAB1 1
A0A1B0GWF1 A0A1B0GWF1_HUMAN KIAA1211 1
F5H1N7 F5H1N7_HUMAN KIAA1211 1
A0A1B0GVP4 A0A1B0GVP4_HUMAN LCORL 1
A0A1W2PNQ5 A0A1W2PNQ5_HUMAN LIAS 1
A0A0D9SFL9 A0A0D9SFL9_HUMAN NR3C2 1
Q6P5Q6 Q6P5Q6_HUMAN LIAS 1
J3KN18 J3KN18_HUMAN CPEB2 1
B7Z415 B7Z415_HUMAN QDPR 1
E7ESR8 E7ESR8_HUMAN MAML3 2
D6RFZ4 D6RFZ4_HUMAN FAM193A 1
A0A1W2PS79 A0A1W2PS79_HUMAN ARL9 1
A0A2C9F2R7 A0A2C9F2R7_HUMAN FRYL 1
G3V0E9 G3V0E9_HUMAN LARP1B 1
A0A0C4DGE7 A0A0C4DGE7_HUMAN EVC2 1
F8W6P4 F8W6P4_HUMAN FGB 1
D6RGG7 D6RGG7_HUMAN QDPR 1
H0Y9K3 H0Y9K3_HUMAN LARP1B 1
H0Y9E2 H0Y9E2_HUMAN FGF5 1
D6RCE4 D6RCE4_HUMAN FAT1 1
H0Y9X0 H0Y9X0_HUMAN FRYL 1
D6RHJ7 D6RHJ7_HUMAN QDPR 1
D6RJB0 D6RJB0_HUMAN LARP1B 1
E9PHW9 E9PHW9_HUMAN ANK2 1
H0YAK9 H0YAK9_HUMAN NPNT 1
B5MED8 B5MED8_HUMAN SORCS2 1
A0A3B3IT29 A0A3B3IT29_HUMAN LARP1B 2
E9PDE8 E9PDE8_HUMAN HSPA4L 1
A0A3B3ISX8 A0A3B3ISX8_HUMAN PALLD 2
E7EM50 E7EM50_HUMAN PIGG 1
H0YA93 H0YA93_HUMAN N4BP2 1
D6RHE1 D6RHE1_HUMAN ANK2 1
A0A2R8YEN4 A0A2R8YEN4_HUMAN TMEM155 1
E7EWV1 E7EWV1_HUMAN PIGG 1
D6RFE8 D6RFE8_HUMAN PIGG 1
H0Y781 H0Y781_HUMAN KIAA1109 1
D6RA10 D6RA10_HUMAN LCORL 1
A0A2R8Y5P9 A0A2R8Y5P9_HUMAN SHROOM3 2
H0Y8Y2 H0Y8Y2_HUMAN ANK2 1
A0A2R8Y6P1 A0A2R8Y6P1_HUMAN KIAA1211 1
H0Y9Y2 H0Y9Y2_HUMAN BOD1L1 1
H7C121 H7C121_HUMAN KIAA1109 1
E9PCH6 E9PCH6_HUMAN ANK2 1
H0Y920 H0Y920_HUMAN MAML3 1
A0A0C4DGA9 A0A0C4DGA9_HUMAN BEND4 2
D6RBN8 D6RBN8_HUMAN FGFRL1 1
E7EUR8 E7EUR8_HUMAN FAM193A 1
D6RFF4 D6RFF4_HUMAN C4orf46 1
A0A1W2PQ15 A0A1W2PQ15_HUMAN ANKRD17 2
H0YLQ3 H0YLQ3_HUMAN ANKRD17 2
D6RJ96 D6RJ96_HUMAN HSPA4L 1
A0A3B3IRJ5 A0A3B3IRJ5_HUMAN CFAP97 1
D6RAR4 D6RAR4_HUMAN HGFAC 1
D6REW6 D6REW6_HUMAN LRPAP1 1
D6R9W6 D6R9W6_HUMAN LARP1B 1
D6RFF0 D6RFF0_HUMAN LARP7 1
I6L894 I6L894_HUMAN ANK2 2
D6RCF1 D6RCF1_HUMAN CNGA1 1
D6RCP6 D6RCP6_HUMAN FRAS1 1
D6REM7 D6REM7_HUMAN FGFRL1 1
A0A1B0GVL4 A0A1B0GVL4_HUMAN FAM193A 1
H0Y9R9 H0Y9R9_HUMAN IDUA 1
A0A1W2PRE7 A0A1W2PRE7_HUMAN LIAS 1
A0A0C4DGU1 A0A0C4DGU1_HUMAN BEND4 1
A0A3B3ISF0 A0A3B3ISF0_HUMAN LARP1B 2
A0A286YEZ9 A0A286YEZ9_HUMAN FRYL 1
F5GXF9 F5GXF9_HUMAN AFF1 1
J9JIF5 J9JIF5_HUMAN CXXC4 4
A0A087WVP1 A0A087WVP1_HUMAN FAT1 1
E7EQN8 E7EQN8_HUMAN TXK 1
E9PDJ7 E9PDJ7_HUMAN NMU 1
A0A1W2PPM2 A0A1W2PPM2_HUMAN LIAS 1
A0A3B3ITL8 A0A3B3ITL8_HUMAN SORBS2 1
A0A1W2PR81 A0A1W2PR81_HUMAN LIAS 1
A0A3B3ISF8 A0A3B3ISF8_HUMAN LARP1B 2
D6REZ3 D6REZ3_HUMAN CCNI 1
H0YM23 H0YM23_HUMAN ANKRD17 2
D6RF93 D6RF93_HUMAN NFKB1 1
A0A3B3IRQ7 A0A3B3IRQ7_HUMAN LRPAP1 1
H7C0Y8 H7C0Y8_HUMAN KIAA1109 1
O15516 CLOCK_HUMAN CLOCK 1
Q8NFC6 BD1L1_HUMAN BOD1L1 1
Q5FYB0 ARSJ_HUMAN ARSJ 1
Q9Y5I4 PCDC2_HUMAN PCDHAC2 2
Q9Y5H9 PCDA2_HUMAN PCDHA2 1
Q9Y5H6 PCDA8_HUMAN PCDHA8 2
Q9Y5H5 PCDA9_HUMAN PCDHA9 1
Q5XKR4 OTP_HUMAN OTP 1
Q9H158 PCDC1_HUMAN PCDHAC1 1
Q9Y5H7 PCDA5_HUMAN PCDHA5 1
Q9UN72 PCDA7_HUMAN PCDHA7 1
Q9Y5I0 PCDAD_HUMAN PCDHA13 1
Q08499 PDE4D_HUMAN PDE4D 2
Q9UN74 PCDA4_HUMAN PCDHA4 2
Q9UN73 PCDA6_HUMAN PCDHA6 1
Q5XG87 PAPD7_HUMAN TENT4A 2
Q9HD67 MYO10_HUMAN MYO10 1
O15049 N4BP3_HUMAN N4BP3 1
P20585 MSH3_HUMAN MSH3 1
Q969F2 NKD2_HUMAN NKD2 1
P52952 NKX25_HUMAN NKX2-5 1
Q9NYY3 PLK2_HUMAN PLK2 1
O14511 NRG2_HUMAN NRG2 2
P83369 LSM11_HUMAN LSM11 1
Q9Y5E1 PCDB9_HUMAN PCDHB9 1
Q9Y5E8 PCDBF_HUMAN PCDHB15 1
Q9Y5I1 PCDAB_HUMAN PCDHA11 1
Q8N3A8 PARP8_HUMAN PARP8 1
Q9UN67 PCDBA_HUMAN PCDHB10 1
Q9Y5H8 PCDA3_HUMAN PCDHA3 1
Q9UN75 PCDAC_HUMAN PCDHA12 1
Q9Y5I3 PCDA1_HUMAN PCDHA1 1
Q9Y5I2 PCDAA_HUMAN PCDHA10 1
Q9Y5E6 PCDB3_HUMAN PCDHB3 1
P20700 LMNB1_HUMAN LMNB1 1
Q12907 LMAN2_HUMAN LMAN2 1
Q6KC79 NIPBL_HUMAN NIPBL 1
Q13233 M3K1_HUMAN MAP3K1 1
Q92585 MAML1_HUMAN MAML1 1
Q8WU39 MZB1_HUMAN MZB1 1
P55085 PAR2_HUMAN F2RL1 1
Q96RL1 UIMC1_HUMAN UIMC1 1
P18146 EGR1_HUMAN EGR1 3
Q7LFL8 CXXC5_HUMAN CXXC5 1
Q8WUY9 DEP1B_HUMAN DEPDC1B 1
O60610 DIAP1_HUMAN DIAPH1 1
Q96IK1 BOD1_HUMAN BOD1 1
Q9H8M2 BRD9_HUMAN BRD9 1
P47902 CDX1_HUMAN CDX1 1
Q12951 FOXI1_HUMAN FOXI1 1
O00472 ELL2_HUMAN ELL2 1
Q0JRZ9 FCHO2_HUMAN FCHO2 1
Q16676 FOXD1_HUMAN FOXD1 7
Q9UF56 FXL17_HUMAN FBXL17 2
Q86WN1 FCSD1_HUMAN FCHSD1 1
P19883 FST_HUMAN FST 1
O14646 CHD1_HUMAN CHD1 1
O15318 RPC7_HUMAN POLR3G 1
Q96PX9 PKH4B_HUMAN PLEKHG4B 1
P78337 PITX1_HUMAN PITX1 1
Q9NZM6 PK2L2_HUMAN PKD2L2 1
Q9H814 PHAX_HUMAN PHAX 1
O75094 SLIT3_HUMAN SLIT3 1
O95391 SLU7_HUMAN SLU7 2
Q99729 ROAA_HUMAN HNRNPAB 1
Q9Y255 PRLD1_HUMAN PRELID1 1
Q9NQX0 PRDM6_HUMAN PRDM6 3
Q86YN6 PRGC2_HUMAN PPARGC1B 1
Q6NW40 RGMB_HUMAN RGMB 2
Q9NRR4 RNC_HUMAN DROSHA 1
Q7L0R7 RNF44_HUMAN RNF44 1
Q8NDZ2 SIMC1_HUMAN SIMC1 1
Q8WVE6 TM171_HUMAN TMEM171 1
Q08629 TICN1_HUMAN SPOCK1 1
Q9H6S0 YTDC2_HUMAN YTHDC2 1
Q9ULD9 ZN608_HUMAN ZNF608 2
Q8TBK6 ZCH10_HUMAN ZCCHC10 2
O43314 VIP2_HUMAN PPIP5K2 1
Q9NW82 WDR70_HUMAN WDR70 1
Q9HCJ5 ZSWM6_HUMAN ZSWIM6 3
Q96KR1 ZFR_HUMAN ZFR 4
O96004 HAND1_HUMAN HAND1 2
Q8TDQ0 HAVR2_HUMAN HAVCR2 1
Q569H4 LARGN_HUMAN PRR16 1
Q6PKG0 LARP1_HUMAN LARP1 2
Q96BP3 PPWD1_HUMAN PPWD1 2
Q00577 PURA_HUMAN PURA 1
Q96N64 PWP2A_HUMAN PWWP2A 1
Q9P2N5 RBM27_HUMAN RBM27 4
Q13501 SQSTM_HUMAN SQSTM1 1
Q2M3V2 SWAHA_HUMAN SOWAHA 1
A1X283 SPD2B_HUMAN SH3PXD2B 1
Q96A61 TRI52_HUMAN TRIM52 2
Q16637 SMN_HUMAN SMN1 1
Q8N3V7 SYNPO_HUMAN SYNPO 1
Q9P2J5 SYLC_HUMAN LARS 1
Q96T51 RUFY1_HUMAN RUFY1 1
Q9Y6H5 SNCAP_HUMAN SNCAIP 1
Q13151 ROA0_HUMAN HNRNPA0 2
Q9NT68 TEN2_HUMAN TENM2 1
Q9NP92 RT30_HUMAN MRPS30 1
P55011 S12A2_HUMAN SLC12A2 1
P36402 TCF7_HUMAN TCF7 1
Q16594 TAF9_HUMAN TAF9 1
Q13428 TCOF_HUMAN TCOF1 1
O14776 TCRG1_HUMAN TCERG1 2
O94811 TPPP_HUMAN TPPP 1
D6RC40 D6RC40_HUMAN UIMC1 1
