UniqueIdentifier EntryName NumberTRs
Q96PY6 NEK1_HUMAN 1
Q5H8A4 PIGG_HUMAN 1
P19838 NFKB1_HUMAN 1
Q96HR8 NAF1_HUMAN 2
Q86UW6 N4BP2_HUMAN 1
Q8WX93 PALLD_HUMAN 2
Q7Z5Q1 CPEB2_HUMAN 1
Q6ZU67 BEND4_HUMAN 2
Q9NSY1 BMP2K_HUMAN 2
Q8IY42 CD019_HUMAN 1
Q2M329 CCD96_HUMAN 1
Q5BLP8 CD048_HUMAN 1
Q9NXF7 DCA16_HUMAN 1
Q9P278 FNIP2_HUMAN 1
Q8N441 FGRL1_HUMAN 1
Q9C0D6 FHDC1_HUMAN 2
P12034 FGF5_HUMAN 1
O00238 BMR1B_HUMAN 1
Q86XX4 FRAS1_HUMAN 1
O94915 FRYL_HUMAN 1
P21815 SIAL_HUMAN 2
Q12837 PO4F2_HUMAN 3
Q9NQV8 PRDM8_HUMAN 4
Q99453 PHX2B_HUMAN 3
A0AV96 RBM47_HUMAN 3
Q8NB14 UBP38_HUMAN 1
Q6AWC2 WWC2_HUMAN 1
Q17R98 ZN827_HUMAN 1
Q96MU7 YTDC1_HUMAN 2
O76094 SRP72_HUMAN 1
Q9BZM3 GSX2_HUMAN 2
P42858 HD_HUMAN 4
P61296 HAND2_HUMAN 1
Q4G0J3 LARP7_HUMAN 1
Q659C4 LAR1B_HUMAN 1
Q6ZU35 K1211_HUMAN 1
Q13563 PKD2_HUMAN 1
Q9UBK2 PRGC1_HUMAN 2
Q96PQ0 SORC2_HUMAN 2
O94875 SRBS2_HUMAN 1
Q8N9V2 TRIML_HUMAN 1
Q16585 SGCB_HUMAN 1
Q7Z6J0 SH3R1_HUMAN 1
Q9H2B4 S26A1_HUMAN 1
O60264 SMCA5_HUMAN 1
Q9Y6R1 S4A4_HUMAN 1
Q6ZT07 TBCD9_HUMAN 1
O95487 SC24B_HUMAN 1
Q8TF72 SHRM3_HUMAN 2
Q9NQZ2 SAS10_HUMAN 2
P42681 TXK_HUMAN 1
H0YA65 H0YA65_HUMAN 1
A0A1W2PQS9 A0A1W2PQS9_HUMAN 1
E9PEH0 E9PEH0_HUMAN 3
Q01484 ANK2_HUMAN 2
P30533 AMRP_HUMAN 1
O75179 ANR17_HUMAN 3
Q8IWK6 AGRA3_HUMAN 1
P51825 AFF1_HUMAN 1
P78312 F193A_HUMAN 1
Q14517 FAT1_HUMAN 1
P02675 FIBB_HUMAN 1
P29973 CNGA1_HUMAN 1
P09417 DHPR_HUMAN 1
Q13480 GAB1_HUMAN 1
P19875 CXCL2_HUMAN 1
Q9P2B7 CFA97_HUMAN 1
Q9NZW4 DSPP_HUMAN 2
P19876 CXCL3_HUMAN 1
D6RIA3 CD054_HUMAN 3
Q504U0 CD046_HUMAN 1
Q2LD37 K1109_HUMAN 2
Q92628 K0232_HUMAN 2
Q12849 GRSF1_HUMAN 2
P09341 GROA_HUMAN 1
Q04756 HGFA_HUMAN 1
O95757 HS74L_HUMAN 1
P08235 MCR_HUMAN 1
Q16270 IBP7_HUMAN 2
Q9NY12 GAR1_HUMAN 1
O14979 HNRDL_HUMAN 3
Q9UJU2 LEF1_HUMAN 1
Q6ZWB6 KCTD8_HUMAN 1
Q86UK5 LBN_HUMAN 1
D6R9S9 D6R9S9_HUMAN 1
A0A1B0GWC6 A0A1B0GWC6_HUMAN 1
H0Y9P1 H0Y9P1_HUMAN 2
D6RFH5 D6RFH5_HUMAN 1
A0A0B4J202 A0A0B4J202_HUMAN 1
H0Y9U7 H0Y9U7_HUMAN 1
A0A087WT70 A0A087WT70_HUMAN 1
B7Z651 B7Z651_HUMAN 1
A0A0U1RQN6 A0A0U1RQN6_HUMAN 1
A0A087WUK2 A0A087WUK2_HUMAN 3
H0Y8F3 H0Y8F3_HUMAN 1
H3BLT5 H3BLT5_HUMAN 1
D6RBC9 D6RBC9_HUMAN 1
J3QR07 J3QR07_HUMAN 2
B7Z8Z7 B7Z8Z7_HUMAN 3
D6RH31 D6RH31_HUMAN 1
B0ZBF6 B0ZBF6_HUMAN 1
B7Z3B9 B7Z3B9_HUMAN 1
A0A1B0GWF1 A0A1B0GWF1_HUMAN 1
F5H1N7 F5H1N7_HUMAN 1
A0A1B0GVP4 A0A1B0GVP4_HUMAN 1
A0A1W2PNQ5 A0A1W2PNQ5_HUMAN 1
A0A0D9SFL9 A0A0D9SFL9_HUMAN 1
Q6P5Q6 Q6P5Q6_HUMAN 1
J3KN18 J3KN18_HUMAN 1
B7Z415 B7Z415_HUMAN 1
E7ESR8 E7ESR8_HUMAN 2
D6RFZ4 D6RFZ4_HUMAN 1
A0A1W2PS79 A0A1W2PS79_HUMAN 1
A0A2C9F2R7 A0A2C9F2R7_HUMAN 1
G3V0E9 G3V0E9_HUMAN 1
A0A0C4DGE7 A0A0C4DGE7_HUMAN 1
F8W6P4 F8W6P4_HUMAN 1
D6RGG7 D6RGG7_HUMAN 1
H0Y9K3 H0Y9K3_HUMAN 1
H0Y9E2 H0Y9E2_HUMAN 1
D6RCE4 D6RCE4_HUMAN 1
H0Y9X0 H0Y9X0_HUMAN 1
D6RHJ7 D6RHJ7_HUMAN 1
D6RJB0 D6RJB0_HUMAN 1
E9PHW9 E9PHW9_HUMAN 1
H0YAK9 H0YAK9_HUMAN 1
B5MED8 B5MED8_HUMAN 1
A0A3B3IT29 A0A3B3IT29_HUMAN 2
E9PDE8 E9PDE8_HUMAN 1
A0A3B3ISX8 A0A3B3ISX8_HUMAN 2
E7EM50 E7EM50_HUMAN 1
H0YA93 H0YA93_HUMAN 1
D6RHE1 D6RHE1_HUMAN 1
A0A2R8YEN4 A0A2R8YEN4_HUMAN 1
E7EWV1 E7EWV1_HUMAN 1
D6RFE8 D6RFE8_HUMAN 1
H0Y781 H0Y781_HUMAN 1
D6RA10 D6RA10_HUMAN 1
A0A2R8Y5P9 A0A2R8Y5P9_HUMAN 2
H0Y8Y2 H0Y8Y2_HUMAN 1
A0A2R8Y6P1 A0A2R8Y6P1_HUMAN 1
H0Y9Y2 H0Y9Y2_HUMAN 1
H7C121 H7C121_HUMAN 1
E9PCH6 E9PCH6_HUMAN 1
H0Y920 H0Y920_HUMAN 1
A0A0C4DGA9 A0A0C4DGA9_HUMAN 2
D6RBN8 D6RBN8_HUMAN 1
E7EUR8 E7EUR8_HUMAN 1
D6RFF4 D6RFF4_HUMAN 1
A0A1W2PQ15 A0A1W2PQ15_HUMAN 2
H0YLQ3 H0YLQ3_HUMAN 2
D6RJ96 D6RJ96_HUMAN 1
A0A3B3IRJ5 A0A3B3IRJ5_HUMAN 1
D6RAR4 D6RAR4_HUMAN 1
D6REW6 D6REW6_HUMAN 1
D6R9W6 D6R9W6_HUMAN 1
D6RFF0 D6RFF0_HUMAN 1
I6L894 I6L894_HUMAN 2
D6RCF1 D6RCF1_HUMAN 1
D6RCP6 D6RCP6_HUMAN 1
D6REM7 D6REM7_HUMAN 1
A0A1B0GVL4 A0A1B0GVL4_HUMAN 1
H0Y9R9 H0Y9R9_HUMAN 1
A0A1W2PRE7 A0A1W2PRE7_HUMAN 1
A0A0C4DGU1 A0A0C4DGU1_HUMAN 1
A0A3B3ISF0 A0A3B3ISF0_HUMAN 2
A0A286YEZ9 A0A286YEZ9_HUMAN 1
F5GXF9 F5GXF9_HUMAN 1
J9JIF5 J9JIF5_HUMAN 4
A0A087WVP1 A0A087WVP1_HUMAN 1
E7EQN8 E7EQN8_HUMAN 1
E9PDJ7 E9PDJ7_HUMAN 1
A0A1W2PPM2 A0A1W2PPM2_HUMAN 1
A0A3B3ITL8 A0A3B3ITL8_HUMAN 1
A0A1W2PR81 A0A1W2PR81_HUMAN 1
A0A3B3ISF8 A0A3B3ISF8_HUMAN 2
D6REZ3 D6REZ3_HUMAN 1
H0YM23 H0YM23_HUMAN 2
D6RF93 D6RF93_HUMAN 1
A0A3B3IRQ7 A0A3B3IRQ7_HUMAN 1
H7C0Y8 H7C0Y8_HUMAN 1
O15516 CLOCK_HUMAN 1
Q8NFC6 BD1L1_HUMAN 1
Q5FYB0 ARSJ_HUMAN 1
Q9Y5I4 PCDC2_HUMAN 2
Q9Y5H9 PCDA2_HUMAN 1
Q9Y5H6 PCDA8_HUMAN 2
Q9Y5H5 PCDA9_HUMAN 1
Q5XKR4 OTP_HUMAN 1
Q9H158 PCDC1_HUMAN 1
Q9Y5H7 PCDA5_HUMAN 1
Q9UN72 PCDA7_HUMAN 1
Q9Y5I0 PCDAD_HUMAN 1
Q08499 PDE4D_HUMAN 2
Q9UN74 PCDA4_HUMAN 2
Q9UN73 PCDA6_HUMAN 1
Q5XG87 PAPD7_HUMAN 2
Q9HD67 MYO10_HUMAN 1
O15049 N4BP3_HUMAN 1
P20585 MSH3_HUMAN 1
Q969F2 NKD2_HUMAN 1
P52952 NKX25_HUMAN 1
Q9NYY3 PLK2_HUMAN 1
O14511 NRG2_HUMAN 2
P83369 LSM11_HUMAN 1
Q9Y5E1 PCDB9_HUMAN 1
Q9Y5E8 PCDBF_HUMAN 1
Q9Y5I1 PCDAB_HUMAN 1
Q8N3A8 PARP8_HUMAN 1
Q9UN67 PCDBA_HUMAN 1
Q9Y5H8 PCDA3_HUMAN 1
Q9UN75 PCDAC_HUMAN 1
Q9Y5I3 PCDA1_HUMAN 1
Q9Y5I2 PCDAA_HUMAN 1
Q9Y5E6 PCDB3_HUMAN 1
P20700 LMNB1_HUMAN 1
Q12907 LMAN2_HUMAN 1
Q6KC79 NIPBL_HUMAN 1
Q13233 M3K1_HUMAN 1
Q92585 MAML1_HUMAN 1
Q8WU39 MZB1_HUMAN 1
P55085 PAR2_HUMAN 1
Q96RL1 UIMC1_HUMAN 1
P18146 EGR1_HUMAN 3
Q7LFL8 CXXC5_HUMAN 1
Q8WUY9 DEP1B_HUMAN 1
O60610 DIAP1_HUMAN 1
Q96IK1 BOD1_HUMAN 1
Q9H8M2 BRD9_HUMAN 1
P47902 CDX1_HUMAN 1
Q12951 FOXI1_HUMAN 1
O00472 ELL2_HUMAN 1
Q0JRZ9 FCHO2_HUMAN 1
Q16676 FOXD1_HUMAN 7
Q9UF56 FXL17_HUMAN 2
Q86WN1 FCSD1_HUMAN 1
P19883 FST_HUMAN 1
O14646 CHD1_HUMAN 1
O15318 RPC7_HUMAN 1
Q96PX9 PKH4B_HUMAN 1
P78337 PITX1_HUMAN 1
Q9NZM6 PK2L2_HUMAN 1
Q9H814 PHAX_HUMAN 1
O75094 SLIT3_HUMAN 1
O95391 SLU7_HUMAN 2
Q99729 ROAA_HUMAN 1
Q9Y255 PRLD1_HUMAN 1
Q9NQX0 PRDM6_HUMAN 3
Q86YN6 PRGC2_HUMAN 1
Q6NW40 RGMB_HUMAN 2
Q9NRR4 RNC_HUMAN 1
Q7L0R7 RNF44_HUMAN 1
Q8NDZ2 SIMC1_HUMAN 1
Q8WVE6 TM171_HUMAN 1
Q08629 TICN1_HUMAN 1
Q9H6S0 YTDC2_HUMAN 1
Q9ULD9 ZN608_HUMAN 2
Q8TBK6 ZCH10_HUMAN 2
O43314 VIP2_HUMAN 1
Q9NW82 WDR70_HUMAN 1
Q9HCJ5 ZSWM6_HUMAN 3
Q96KR1 ZFR_HUMAN 4
O96004 HAND1_HUMAN 2
Q8TDQ0 HAVR2_HUMAN 1
Q569H4 LARGN_HUMAN 1
Q6PKG0 LARP1_HUMAN 2
Q96BP3 PPWD1_HUMAN 2
Q00577 PURA_HUMAN 1
Q96N64 PWP2A_HUMAN 1
Q9P2N5 RBM27_HUMAN 4
Q13501 SQSTM_HUMAN 1
Q2M3V2 SWAHA_HUMAN 1
A1X283 SPD2B_HUMAN 1
Q96A61 TRI52_HUMAN 2
Q16637 SMN_HUMAN 1
Q8N3V7 SYNPO_HUMAN 1
Q9P2J5 SYLC_HUMAN 1
Q96T51 RUFY1_HUMAN 1
Q9Y6H5 SNCAP_HUMAN 1
Q13151 ROA0_HUMAN 2
Q9NT68 TEN2_HUMAN 1
Q9NP92 RT30_HUMAN 1
P55011 S12A2_HUMAN 1
P36402 TCF7_HUMAN 1
Q16594 TAF9_HUMAN 1
Q13428 TCOF_HUMAN 1
O14776 TCRG1_HUMAN 2
O94811 TPPP_HUMAN 1
D6RC40 D6RC40_HUMAN 1
P35368 ADA1B_HUMAN 1
Q8N302 AGGF1_HUMAN 1
Q8N1W1 ARG28_HUMAN 1
P25054 APC_HUMAN 1
O95704 APBB3_HUMAN 1
A9YTQ3 AHRR_HUMAN 1
Q5FYB1 ARSI_HUMAN 1
Q8TBP5 F174A_HUMAN 1
Q9NRY5 F1142_HUMAN 1
Q96PV7 F193B_HUMAN 2
Q9UQB3 CTND2_HUMAN 3
Q6UX04 CWC27_HUMAN 1
Q7Z478 DHX29_HUMAN 2
P13611 CSPG2_HUMAN 1
Q8IUR6 CRERF_HUMAN 2
P08571 CD14_HUMAN 1
O95715 CXL14_HUMAN 1
P07333 CSF1R_HUMAN 1
Q6PUV4 CPLX2_HUMAN 1
Q9H2S1 KCNN2_HUMAN 1
Q9NQC1 JADE2_HUMAN 1
P78414 IRX1_HUMAN 1
Q9Y2F5 ICE1_HUMAN 1
Q9BZI1 IRX2_HUMAN 1
P78413 IRX4_HUMAN 1
Q8NGU9 GP150_HUMAN 1
O60741 HCN1_HUMAN 1
O15021 MAST4_HUMAN 1
P34932 HSP74_HUMAN 1
Q8N9B5 JMY_HUMAN 2
B7WNT5 B7WNT5_HUMAN 1
D6RB19 D6RB19_HUMAN 2
A0A0C4DGB8 A0A0C4DGB8_HUMAN 1
A2RRB2 A2RRB2_HUMAN 1
E9PEK4 E9PEK4_HUMAN 1
H0YC33 H0YC33_HUMAN 1
C9J6J8 C9J6J8_HUMAN 1
B4DRK2 B4DRK2_HUMAN 1
D6RF55 D6RF55_HUMAN 2
F8VNQ3 F8VNQ3_HUMAN 1
G3XAM1 G3XAM1_HUMAN 2
G3V220 G3V220_HUMAN 2
D6REE6 D6REE6_HUMAN 1
D6RIW8 D6RIW8_HUMAN 1
A0A1W2PR80 A0A1W2PR80_HUMAN 1
H0YA43 H0YA43_HUMAN 1
A0A087WYN9 A0A087WYN9_HUMAN 2
A0A1W2PRV5 A0A1W2PRV5_HUMAN 1
D6R9U7 D6R9U7_HUMAN 1
A0A0C4DGC1 A0A0C4DGC1_HUMAN 1
E7EQZ4 E7EQZ4_HUMAN 1
B3KPE6 B3KPE6_HUMAN 1
G3XAA4 G3XAA4_HUMAN 1
E9PEW5 E9PEW5_HUMAN 1
D6R9U1 D6R9U1_HUMAN 1
B4DP61 B4DP61_HUMAN 1
A0A087X085 A0A087X085_HUMAN 1
D6RHV0 D6RHV0_HUMAN 2
B3KVL5 B3KVL5_HUMAN 2
G3XAL9 G3XAL9_HUMAN 1
D6RBH1 D6RBH1_HUMAN 1
G3V106 G3V106_HUMAN 1
A0A087WZV0 A0A087WZV0_HUMAN 1
D6RCQ3 D6RCQ3_HUMAN 1
E9PHB5 E9PHB5_HUMAN 1
E9PFI7 E9PFI7_HUMAN 1
D6RC29 D6RC29_HUMAN 1
A0A0C4DFT8 A0A0C4DFT8_HUMAN 1
A0A087X011 A0A087X011_HUMAN 1
A0A2R8Y5N1 A0A2R8Y5N1_HUMAN 1
D6RII0 D6RII0_HUMAN 1
A0A140T8Z0 A0A140T8Z0_HUMAN 1
E7EPC8 E7EPC8_HUMAN 3
E7EMC7 E7EMC7_HUMAN 1
E7EVL5 E7EVL5_HUMAN 1
D6RGF0 D6RGF0_HUMAN 1
D6REQ2 D6REQ2_HUMAN 2
E7EV55 E7EV55_HUMAN 1
D6RD81 D6RD81_HUMAN 1
A0A0X1KG68 A0A0X1KG68_HUMAN 2
A0A087WYC1 A0A087WYC1_HUMAN 1
D6R9G8 D6R9G8_HUMAN 1
A0A087WSW8 A0A087WSW8_HUMAN 1
A0A0B4J210 A0A0B4J210_HUMAN 2
D6RA20 D6RA20_HUMAN 1
A0A0G2JH68 A0A0G2JH68_HUMAN 1
D6RFL4 D6RFL4_HUMAN 1
F6R0L0 F6R0L0_HUMAN 1
J3KNF6 J3KNF6_HUMAN 2
F5GZS7 F5GZS7_HUMAN 2
D6RBF1 D6RBF1_HUMAN 1
H0Y8M3 H0Y8M3_HUMAN 1
D6RA12 D6RA12_HUMAN 2
D6RGZ6 D6RGZ6_HUMAN 1
E7ETY2 E7ETY2_HUMAN 1
D6R960 D6R960_HUMAN 1
D6RBE0 D6RBE0_HUMAN 1
D6R955 D6R955_HUMAN 1
E5RI98 E5RI98_HUMAN 1
H0Y9L3 H0Y9L3_HUMAN 1
A0A2U3U034 A0A2U3U034_HUMAN 1
H0Y9J9 H0Y9J9_HUMAN 1
E7ESJ7 E7ESJ7_HUMAN 1
D6RBV2 D6RBV2_HUMAN 1
E7EVI8 E7EVI8_HUMAN 1
E5RH50 E5RH50_HUMAN 2
A0A0A0MSD3 A0A0A0MSD3_HUMAN 1
D6RDX1 D6RDX1_HUMAN 1
H0YB67 H0YB67_HUMAN 1
E9PES4 E9PES4_HUMAN 1
H9KV28 H9KV28_HUMAN 1
A0A0U1RQR7 A0A0U1RQR7_HUMAN 1
A0A0A0MSW7 A0A0A0MSW7_HUMAN 1
A0A1B0GW72 A0A1B0GW72_HUMAN 1
A0A1B0GTY3 A0A1B0GTY3_HUMAN 2
C9JNZ5 C9JNZ5_HUMAN 1
H0Y713 H0Y713_HUMAN 1
D6RF73 D6RF73_HUMAN 1
A0A087WXY1 A0A087WXY1_HUMAN 1
D6RDY2 D6RDY2_HUMAN 1
E5RHC4 E5RHC4_HUMAN 1
U3KPZ7 U3KPZ7_HUMAN 3
D6REK3 D6REK3_HUMAN 1
A0A0A0MQX1 A0A0A0MQX1_HUMAN 1
H7C5U6 H7C5U6_HUMAN 1
H0YA99 H0YA99_HUMAN 1
D6RE68 D6RE68_HUMAN 1
D6RF50 D6RF50_HUMAN 1
A0A3F2YNY5 A0A3F2YNY5_HUMAN 2
E3W990 E3W990_HUMAN 1
A0A2R8YFF1 A0A2R8YFF1_HUMAN 1
H0Y9W0 H0Y9W0_HUMAN 1
E7EX28 E7EX28_HUMAN 1
D6RA70 D6RA70_HUMAN 1
D6RD18 D6RD18_HUMAN 1
D6RB21 D6RB21_HUMAN 1
A0A0G2JQN8 A0A0G2JQN8_HUMAN 1
A0A0J9YW81 A0A0J9YW81_HUMAN 1
E5RHN3 E5RHN3_HUMAN 1
P10643 CO7_HUMAN 1
Q86Y22 CONA1_HUMAN 2
O95450 ATS2_HUMAN 2
P15848 ARSB_HUMAN 1
D6RAX9 D6RAX9_HUMAN 1
F5H3X8 F5H3X8_HUMAN 1
D6RDA4 D6RDA4_HUMAN 2
Q6P444 MTFR2_HUMAN 1
Q9Y3N9 OR2W1_HUMAN 1
Q86VZ4 LRP11_HUMAN 1
P49790 NU153_HUMAN 2
Q16653 MOG_HUMAN 1
Q99466 NOTC4_HUMAN 1
O95944 NCTR2_HUMAN 1
O43318 M3K7_HUMAN 1
P40425 PBX2_HUMAN 1
Q9C0D0 PHAR1_HUMAN 1
Q9Y6R4 M3K4_HUMAN 2
Q9ULH4 LRFN2_HUMAN 1
Q5M9Q1 NKAPL_HUMAN 1
P36915 GNL1_HUMAN 2
O60231 DHX16_HUMAN 1
Q08345 DDR1_HUMAN 1
Q96KQ7 EHMT2_HUMAN 2
Q9NYF8 BCLF1_HUMAN 2
Q5TH69 BIG3_HUMAN 1
P22004 BMP6_HUMAN 2
P25440 BRD2_HUMAN 2
Q8N319 CF223_HUMAN 1
Q15517 CDSN_HUMAN 1
Q6UB35 C1TM_HUMAN 1
O00716 E2F3_HUMAN 2
Q5T3F8 CSCL2_HUMAN 1
Q86T65 DAAM2_HUMAN 2
Q9UER7 DAXX_HUMAN 1
Q7KYR7 BT2A1_HUMAN 1
Q8WVV5 BT2A2_HUMAN 1
Q12948 FOXC1_HUMAN 5
Q12947 FOXF2_HUMAN 5
Q9C009 FOXQ1_HUMAN 1
Q8NFD5 ARI1B_HUMAN 6
P16190 1A33_HUMAN 1
Q96D71 REPS1_HUMAN 1
O15211 RGL2_HUMAN 1
Q9H4Q3 PRD13_HUMAN 2
Q8WWQ0 PHIP_HUMAN 1
Q9NQL2 RRAGD_HUMAN 1
P48634 PRC2A_HUMAN 3
Q99946 PRRT1_HUMAN 1
Q9BRS2 RIOK1_HUMAN 1
O60508 PRP17_HUMAN 1
Q9BX46 RBM24_HUMAN 2
Q8TC41 RN217_HUMAN 1
O00294 TULP1_HUMAN 1
Q8N8G2 VGLL2_HUMAN 1
Q8NBS9 TXND5_HUMAN 2
Q92558 WASF1_HUMAN 2
O15209 ZBT22_HUMAN 2
Q9Y330 ZBT12_HUMAN 1
P46939 UTRO_HUMAN 1
Q96S55 WRIP1_HUMAN 2
Q96C00 ZBTB9_HUMAN 1
P15822 ZEP1_HUMAN 1
A2A288 ZC12D_HUMAN 1
P31629 ZEP2_HUMAN 1
Q5TFG8 ZC21B_HUMAN 1
Q5VUA4 ZN318_HUMAN 1
P11831 SRF_HUMAN 1
Q86YW5 TRML1_HUMAN 1
Q06945 SOX4_HUMAN 4
P24043 LAMA2_HUMAN 1
Q5VWX1 KHDR2_HUMAN 1
Q96S59 RANB9_HUMAN 4
Q96QC0 PP1RA_HUMAN 2
P20265 PO3F2_HUMAN 3
B7ZBB8 PP13G_HUMAN 1
Q8TF01 PNISR_HUMAN 3
Q6NYC8 PPR18_HUMAN 1
H3BR10 SMLR1_HUMAN 1
Q5T2D2 TRML2_HUMAN 1
Q5T5C0 STXB5_HUMAN 1
Q12899 TRI26_HUMAN 1
Q8NF91 SYNE1_HUMAN 2
Q9H0U9 TSYL1_HUMAN 1
Q96PV0 SYGP1_HUMAN 3
P60508 SYCY2_HUMAN 1
Q5TCY1 TTBK1_HUMAN 2
Q8IYB5 SMAP1_HUMAN 1
A7XYQ1 SOBP_HUMAN 1
Q96PN7 TREF1_HUMAN 1
Q9UGP8 SEC63_HUMAN 1
Q5TF21 SOGA3_HUMAN 2
Q5TD94 RSH4A_HUMAN 1
Q96RN1 S26A8_HUMAN 1
Q6R2W3 SCND3_HUMAN 1
Q9UPN6 SCAF8_HUMAN 1
P28702 RXRB_HUMAN 1
Q8IW70 T151B_HUMAN 2
Q13950 RUNX2_HUMAN 2
P20226 TBP_HUMAN 1
P22105 TENX_HUMAN 1
P19484 TFEB_HUMAN 1
A0A0G2JK64 A0A0G2JK64_HUMAN 2
H0Y7H8 H0Y7H8_HUMAN 1
H7C465 H7C465_HUMAN 1
A0A0G2JI49 A0A0G2JI49_HUMAN 1
C9J342 C9J342_HUMAN 1
A0A0D9SEN7 A0A0D9SEN7_HUMAN 2
P30459 1A74_HUMAN 1
P10314 1A32_HUMAN 1
Q9TNN7 1C05_HUMAN 1
P16189 1A31_HUMAN 1
P04222 1C03_HUMAN 1
P30510 1C14_HUMAN 1
P30504 1C04_HUMAN 1
P55196 AFAD_HUMAN 2
O60641 AP180_HUMAN 4
Q29960 1C16_HUMAN 1
Q8NE71 ABCF1_HUMAN 3
Q95604 1C17_HUMAN 1
Q07000 1C15_HUMAN 1
P30505 1C08_HUMAN 1
P30501 1C02_HUMAN 1
Q29963 1C06_HUMAN 1
P30499 1C01_HUMAN 1
P30508 1C12_HUMAN 1
P30512 1A29_HUMAN 1
P15311 EZRI_HUMAN 1
Q9UBU6 FA8A1_HUMAN 1
Q14999 CUL7_HUMAN 1
Q03001 DYST_HUMAN 1
Q8IWT3 CUL9_HUMAN 1
P35659 DEK_HUMAN 1
O43491 E41L2_HUMAN 1
Q5I0X4 CF226_HUMAN 1
Q5T0Z8 CF132_HUMAN 1
Q5JWR5 DOP1_HUMAN 1
Q9UL01 DSE_HUMAN 1
Q99459 CDC5L_HUMAN 1
A8MW99 MEI4_HUMAN 1
Q96AQ8 MCUR1_HUMAN 1
P47928 ID4_HUMAN 1
Q9NU22 MDN1_HUMAN 1
Q13255 GRM1_HUMAN 1
Q5TGJ6 HDGL1_HUMAN 1
Q9UBP5 HEY2_HUMAN 1
Q5TCS8 KAD9_HUMAN 2
Q9UBI9 HDC_HUMAN 1
P29966 MARCS_HUMAN 1
Q9UBS5 GABR1_HUMAN 2
Q9BTY2 FUCO2_HUMAN 1
O60506 HNRPQ_HUMAN 1
Q9UHF4 I20RA_HUMAN 1
Q9NR82 KCNQ5_HUMAN 2
A0A140T8Y6 A0A140T8Y6_HUMAN 1
A2AB15 A2AB15_HUMAN 1
E9PKI6 E9PKI6_HUMAN 1
Q5SSB8 Q5SSB8_HUMAN 1
A0A140T902 A0A140T902_HUMAN 1
A0A140T986 A0A140T986_HUMAN 1
E7ERI6 E7ERI6_HUMAN 1
B1AKB2 B1AKB2_HUMAN 1
A0A0G2JRN8 A0A0G2JRN8_HUMAN 1
E7EVT1 E7EVT1_HUMAN 1
A0A0G2JIA2 A0A0G2JIA2_HUMAN 1
E7EVW6 E7EVW6_HUMAN 1
A0A0J9YYF7 A0A0J9YYF7_HUMAN 2
A2ABF8 A2ABF8_HUMAN 2
Q6R5J7 Q6R5J7_HUMAN 1
A0A140T9B3 A0A140T9B3_HUMAN 1
C9J8J5 C9J8J5_HUMAN 1
A0A0G2JJM1 A0A0G2JJM1_HUMAN 1
H0Y717 H0Y717_HUMAN 1
D6RB35 D6RB35_HUMAN 1
A0A0G2JHA9 A0A0G2JHA9_HUMAN 1
X6R456 X6R456_HUMAN 1
A0A0G2JIR1 A0A0G2JIR1_HUMAN 2
A2ABL0 A2ABL0_HUMAN 1
D6RAJ3 D6RAJ3_HUMAN 1
A0A0U1RQS0 A0A0U1RQS0_HUMAN 1
B7ZM99 B7ZM99_HUMAN 1
A0A0G2JIZ7 A0A0G2JIZ7_HUMAN 1
A0A0G2JKF9 A0A0G2JKF9_HUMAN 2
E9PHY5 E9PHY5_HUMAN 1
A2AB89 A2AB89_HUMAN 1
A0A0G2JIS2 A0A0G2JIS2_HUMAN 2
X6REW1 X6REW1_HUMAN 1
F8WDC0 F8WDC0_HUMAN 1
B0UXQ0 B0UXQ0_HUMAN 1
A0A0G2JHC2 A0A0G2JHC2_HUMAN 1
A0A140T8W4 A0A140T8W4_HUMAN 3
A0A1W2PNZ7 A0A1W2PNZ7_HUMAN 1
Q96SH7 Q96SH7_HUMAN 1
E9PJA7 E9PJA7_HUMAN 1
A0A140T956 A0A140T956_HUMAN 1
A0A0G2JHN8 A0A0G2JHN8_HUMAN 2
A0A1W2PS39 A0A1W2PS39_HUMAN 1
B7ZCA0 B7ZCA0_HUMAN 3
H0Y474 H0Y474_HUMAN 1
A0A140TA52 A0A140TA52_HUMAN 1
A0A0G2JRR0 A0A0G2JRR0_HUMAN 1
Q2L6G8 Q2L6G8_HUMAN 1
E7EPN2 E7EPN2_HUMAN 1
G8JLG2 G8JLG2_HUMAN 1
A2ABL2 A2ABL2_HUMAN 1
A2ABF9 A2ABF9_HUMAN 2
B7Z645 B7Z645_HUMAN 1
A0A087WT25 A0A087WT25_HUMAN 1
A0A0G2JIF0 A0A0G2JIF0_HUMAN 1
B1AKB4 B1AKB4_HUMAN 1
Q3B794 Q3B794_HUMAN 1
A0A1U9X989 A0A1U9X989_HUMAN 1
A0A140T9R5 A0A140T9R5_HUMAN 1
Q9GJ45 Q9GJ45_HUMAN 1
A0A0G2JL47 A0A0G2JL47_HUMAN 1
A2BF26 A2BF26_HUMAN 1
A0A0G2JH50 A0A0G2JH50_HUMAN 1
A0A0A0MSX3 A0A0A0MSX3_HUMAN 1
A0A1W2PSE7 A0A1W2PSE7_HUMAN 1
A0A0G2JHL0 A0A0G2JHL0_HUMAN 1
Q05GC8 Q05GC8_HUMAN 1
A0A0G2JJA0 A0A0G2JJA0_HUMAN 1
A0A0G2JK23 A0A0G2JK23_HUMAN 1
